cohort,quarter,date,day_of_quarter,downloads,cum_downloads
datadog,2022Q1,2022-01-27,27,698521,11091367
datadog,2022Q1,2022-01-28,28,626864,11718231
datadog,2022Q1,2022-01-29,29,110142,11828373
datadog,2022Q1,2022-01-30,30,71665,11900038
datadog,2022Q1,2022-01-31,31,579457,12479495
datadog,2022Q1,2022-02-01,32,728576,13208071
datadog,2022Q1,2022-02-02,33,708351,13916422
datadog,2022Q1,2022-02-03,34,710545,14626967
datadog,2022Q1,2022-02-04,35,575220,15202187
datadog,2022Q1,2022-02-05,36,92295,15294482
datadog,2022Q1,2022-02-06,37,69367,15363849
datadog,2022Q1,2022-02-07,38,593273,15957122
datadog,2022Q1,2022-02-08,39,725603,16682725
datadog,2022Q1,2022-02-09,40,721539,17404264
datadog,2022Q1,2022-02-10,41,705660,18109924
datadog,2022Q1,2022-02-11,42,603317,18713241
datadog,2022Q1,2022-02-12,43,94330,18807571
datadog,2022Q1,2022-02-13,44,67618,18875189
datadog,2022Q1,2022-02-14,45,627603,19502792
datadog,2022Q1,2022-02-15,46,701761,20204553
datadog,2022Q1,2022-02-16,47,724434,20928987
datadog,2022Q1,2022-02-17,48,712982,21641969
datadog,2022Q1,2022-02-18,49,606199,22248168
datadog,2022Q1,2022-02-19,50,89558,22337726
datadog,2022Q1,2022-02-20,51,64627,22402353
datadog,2022Q1,2022-02-21,52,382388,22784741
datadog,2022Q1,2022-02-22,53,638999,23423740
datadog,2022Q1,2022-02-23,54,679939,24103679
datadog,2022Q1,2022-02-24,55,654669,24758348
datadog,2022Q1,2022-02-25,56,582243,25340591
datadog,2022Q1,2022-02-26,57,101463,25442054
datadog,2022Q1,2022-02-27,58,87810,25529864
datadog,2022Q1,2022-02-28,59,610676,26140540
datadog,2022Q1,2022-03-01,60,684109,26824649
datadog,2022Q1,2022-03-02,61,712760,27537409
datadog,2022Q1,2022-03-03,62,728925,28266334
datadog,2022Q1,2022-03-04,63,607562,28873896
datadog,2022Q1,2022-03-05,64,110035,28983931
datadog,2022Q1,2022-03-06,65,82514,29066445
datadog,2022Q1,2022-03-07,66,655530,29721975
datadog,2022Q1,2022-03-08,67,750751,30472726
datadog,2022Q1,2022-03-09,68,787808,31260534
datadog,2022Q1,2022-03-10,69,786262,32046796
datadog,2022Q1,2022-03-11,70,666288,32713084
datadog,2022Q1,2022-03-12,71,132308,32845392
datadog,2022Q1,2022-03-13,72,99357,32944749
datadog,2022Q1,2022-03-14,73,726865,33671614
datadog,2022Q1,2022-03-15,74,802020,34473634
datadog,2022Q1,2022-03-16,75,748822,35222456
datadog,2022Q1,2022-03-17,76,698236,35920692
datadog,2022Q1,2022-03-18,77,613120,36533812
datadog,2022Q1,2022-03-19,78,116067,36649879
datadog,2022Q1,2022-03-20,79,99430,36749309
datadog,2022Q1,2022-03-21,80,659019,37408328
datadog,2022Q1,2022-03-22,81,755996,38164324
datadog,2022Q1,2022-03-23,82,761699,38926023
datadog,2022Q1,2022-03-24,83,709985,39636008
datadog,2022Q1,2022-03-25,84,653474,40289482
datadog,2022Q1,2022-03-26,85,100168,40389650
datadog,2022Q1,2022-03-27,86,83878,40473528
datadog,2022Q1,2022-03-28,87,713835,41187363
datadog,2022Q1,2022-03-29,88,743641,41931004
datadog,2022Q1,2022-03-30,89,723374,42654378
datadog,2022Q1,2022-03-31,90,723766,43378144
datadog,2022Q2,2022-04-01,1,632560,632560
datadog,2022Q2,2022-04-02,2,104977,737537
datadog,2022Q2,2022-04-03,3,77737,815274
datadog,2022Q2,2022-04-04,4,686601,1501875
datadog,2022Q2,2022-04-05,5,703305,2205180
datadog,2022Q2,2022-04-06,6,690308,2895488
datadog,2022Q2,2022-04-07,7,779723,3675211
datadog,2022Q2,2022-04-08,8,637285,4312496
datadog,2022Q2,2022-04-09,9,121106,4433602
datadog,2022Q2,2022-04-10,10,98015,4531617
datadog,2022Q2,2022-04-11,11,704304,5235921
datadog,2022Q2,2022-04-12,12,1127759,6363680
datadog,2022Q2,2022-04-13,13,744338,7108018
datadog,2022Q2,2022-04-14,14,1009650,8117668
datadog,2022Q2,2022-04-15,15,489379,8607047
datadog,2022Q2,2022-04-16,16,99352,8706399
datadog,2022Q2,2022-04-17,17,82512,8788911
datadog,2022Q2,2022-04-18,18,553857,9342768
datadog,2022Q2,2022-04-19,19,804912,10147680
datadog,2022Q2,2022-04-20,20,926441,11074121
datadog,2022Q2,2022-04-21,21,943634,12017755
datadog,2022Q2,2022-04-22,22,675013,12692768
datadog,2022Q2,2022-04-23,23,102047,12794815
datadog,2022Q2,2022-04-24,24,101676,12896491
datadog,2022Q2,2022-04-25,25,690241,13586732
datadog,2022Q2,2022-04-26,26,851440,14438172
datadog,2022Q2,2022-04-27,27,780192,15218364
datadog,2022Q2,2022-04-28,28,748566,15966930
datadog,2022Q2,2022-04-29,29,632952,16599882
datadog,2022Q2,2022-04-30,30,90565,16690447
datadog,2022Q2,2022-05-01,31,80125,16770572
datadog,2022Q2,2022-05-02,32,598335,17368907
datadog,2022Q2,2022-05-03,33,685561,18054468
datadog,2022Q2,2022-05-04,34,718559,18773027
datadog,2022Q2,2022-05-05,35,735694,19508721
datadog,2022Q2,2022-05-06,36,650008,20158729
datadog,2022Q2,2022-05-07,37,119498,20278227
datadog,2022Q2,2022-05-08,38,67151,20345378
datadog,2022Q2,2022-05-09,39,700613,21045991
datadog,2022Q2,2022-05-10,40,745896,21791887
datadog,2022Q2,2022-05-11,41,755839,22547726
datadog,2022Q2,2022-05-12,42,746380,23294106
datadog,2022Q2,2022-05-13,43,652295,23946401
datadog,2022Q2,2022-05-14,44,101703,24048104
datadog,2022Q2,2022-05-15,45,93875,24141979
datadog,2022Q2,2022-05-16,46,735388,24877367
datadog,2022Q2,2022-05-17,47,832229,25709596
datadog,2022Q2,2022-05-18,48,835328,26544924
datadog,2022Q2,2022-05-19,49,778449,27323373
datadog,2022Q2,2022-05-20,50,646261,27969634
datadog,2022Q2,2022-05-21,51,100701,28070335
datadog,2022Q2,2022-05-22,52,87870,28158205
datadog,2022Q2,2022-05-23,53,658462,28816667
datadog,2022Q2,2022-05-24,54,796425,29613092
datadog,2022Q2,2022-05-25,55,778201,30391293
datadog,2022Q2,2022-05-26,56,720821,31112114
datadog,2022Q2,2022-05-27,57,626566,31738680
datadog,2022Q2,2022-05-28,58,88740,31827420
datadog,2022Q2,2022-05-29,59,83962,31911382
datadog,2022Q2,2022-05-30,60,467179,32378561
datadog,2022Q2,2022-05-31,61,772129,33150690
datadog,2022Q2,2022-06-01,62,785255,33935945
datadog,2022Q2,2022-06-02,63,783909,34719854
datadog,2022Q2,2022-06-03,64,629916,35349770
datadog,2022Q2,2022-06-04,65,94176,35443946
datadog,2022Q2,2022-06-05,66,73780,35517726
datadog,2022Q2,2022-06-06,67,657289,36175015
datadog,2022Q2,2022-06-07,68,778964,36953979
datadog,2022Q2,2022-06-08,69,777898,37731877
datadog,2022Q2,2022-06-09,70,786934,38518811
datadog,2022Q2,2022-06-10,71,681728,39200539
datadog,2022Q2,2022-06-11,72,83134,39283673
datadog,2022Q2,2022-06-12,73,67728,39351401
datadog,2022Q2,2022-06-13,74,718760,40070161
datadog,2022Q2,2022-06-14,75,813904,40884065
datadog,2022Q2,2022-06-15,76,813335,41697400
datadog,2022Q2,2022-06-16,77,765301,42462701
datadog,2022Q2,2022-06-17,78,599101,43061802
datadog,2022Q2,2022-06-18,79,76690,43138492
datadog,2022Q2,2022-06-19,80,73302,43211794
datadog,2022Q2,2022-06-20,81,474583,43686377
datadog,2022Q2,2022-06-21,82,762980,44449357
datadog,2022Q2,2022-06-22,83,841697,45291054
datadog,2022Q2,2022-06-23,84,813486,46104540
datadog,2022Q2,2022-06-24,85,669367,46773907
datadog,2022Q2,2022-06-25,86,81334,46855241
datadog,2022Q2,2022-06-26,87,87745,46942986
datadog,2022Q2,2022-06-27,88,759592,47702578
datadog,2022Q2,2022-06-28,89,884348,48586926
datadog,2022Q2,2022-06-29,90,892902,49479828
datadog,2022Q2,2022-06-30,91,763634,50243462
datadog,2022Q3,2022-07-01,1,523227,523227
datadog,2022Q3,2022-07-02,2,68188,591415
datadog,2022Q3,2022-07-03,3,70749,662164
datadog,2022Q3,2022-07-04,4,376299,1038463
datadog,2022Q3,2022-07-05,5,661135,1699598
datadog,2022Q3,2022-07-06,6,701517,2401115
datadog,2022Q3,2022-07-07,7,697174,3098289
datadog,2022Q3,2022-07-08,8,600885,3699174
datadog,2022Q3,2022-07-09,9,83136,3782310
datadog,2022Q3,2022-07-10,10,73436,3855746
datadog,2022Q3,2022-07-11,11,762170,4617916
datadog,2022Q3,2022-07-12,12,819562,5437478
datadog,2022Q3,2022-07-13,13,809678,6247156
datadog,2022Q3,2022-07-14,14,826390,7073546
datadog,2022Q3,2022-07-15,15,750902,7824448
datadog,2022Q3,2022-07-16,16,84081,7908529
datadog,2022Q3,2022-07-17,17,85791,7994320
datadog,2022Q3,2022-07-18,18,821697,8816017
datadog,2022Q3,2022-07-19,19,871120,9687137
datadog,2022Q3,2022-07-20,20,943217,10630354
datadog,2022Q3,2022-07-21,21,896299,11526653
datadog,2022Q3,2022-07-22,22,0,11526653
datadog,2022Q3,2022-07-23,23,86914,11613567
datadog,2022Q3,2022-07-24,24,77892,11691459
datadog,2022Q3,2022-07-25,25,833164,12524623
datadog,2022Q3,2022-07-26,26,917272,13441895
datadog,2022Q3,2022-07-27,27,926976,14368871
datadog,2022Q3,2022-07-28,28,911877,15280748
datadog,2022Q3,2022-07-29,29,761600,16042348
datadog,2022Q3,2022-07-30,30,110119,16152467
datadog,2022Q3,2022-07-31,31,93495,16245962
datadog,2022Q3,2022-08-01,32,783943,17029905
datadog,2022Q3,2022-08-02,33,912235,17942140
datadog,2022Q3,2022-08-03,34,923333,18865473
datadog,2022Q3,2022-08-04,35,915683,19781156
datadog,2022Q3,2022-08-05,36,722793,20503949
datadog,2022Q3,2022-08-06,37,100145,20604094
datadog,2022Q3,2022-08-07,38,87786,20691880
datadog,2022Q3,2022-08-08,39,840159,21532039
datadog,2022Q3,2022-08-09,40,952396,22484435
datadog,2022Q3,2022-08-10,41,933168,23417603
datadog,2022Q3,2022-08-11,42,893816,24311419
datadog,2022Q3,2022-08-12,43,754282,25065701
datadog,2022Q3,2022-08-13,44,95927,25161628
datadog,2022Q3,2022-08-14,45,79887,25241515
datadog,2022Q3,2022-08-15,46,783538,26025053
datadog,2022Q3,2022-08-16,47,921498,26946551
datadog,2022Q3,2022-08-17,48,953730,27900281
datadog,2022Q3,2022-08-18,49,915468,28815749
datadog,2022Q3,2022-08-19,50,795917,29611666
datadog,2022Q3,2022-08-20,51,95438,29707104
datadog,2022Q3,2022-08-21,52,91069,29798173
datadog,2022Q3,2022-08-22,53,929555,30727728
datadog,2022Q3,2022-08-23,54,992759,31720487
datadog,2022Q3,2022-08-24,55,998340,32718827
datadog,2022Q3,2022-08-25,56,981303,33700130
datadog,2022Q3,2022-08-26,57,800817,34500947
datadog,2022Q3,2022-08-27,58,98910,34599857
datadog,2022Q3,2022-08-28,59,79963,34679820
datadog,2022Q3,2022-08-29,60,864188,35544008
datadog,2022Q3,2022-08-30,61,979758,36523766
datadog,2022Q3,2022-08-31,62,1016355,37540121
datadog,2022Q3,2022-09-01,63,958870,38498991
datadog,2022Q3,2022-09-02,64,759134,39258125
datadog,2022Q3,2022-09-03,65,92724,39350849
datadog,2022Q3,2022-09-04,66,92425,39443274
datadog,2022Q3,2022-09-05,67,440942,39884216
datadog,2022Q3,2022-09-06,68,896971,40781187
datadog,2022Q3,2022-09-07,69,957867,41739054
datadog,2022Q3,2022-09-08,70,996725,42735779
datadog,2022Q3,2022-09-09,71,848300,43584079
datadog,2022Q3,2022-09-10,72,98384,43682463
datadog,2022Q3,2022-09-11,73,89123,43771586
datadog,2022Q3,2022-09-12,74,888179,44659765
datadog,2022Q3,2022-09-13,75,1027224,45686989
datadog,2022Q3,2022-09-14,76,1037156,46724145
datadog,2022Q3,2022-09-15,77,1005340,47729485
datadog,2022Q3,2022-09-16,78,872613,48602098
datadog,2022Q3,2022-09-17,79,118194,48720292
datadog,2022Q3,2022-09-18,80,101254,48821546
datadog,2022Q3,2022-09-19,81,891985,49713531
datadog,2022Q3,2022-09-20,82,1074082,50787613
datadog,2022Q3,2022-09-21,83,990261,51777874
datadog,2022Q3,2022-09-22,84,956403,52734277
datadog,2022Q3,2022-09-23,85,796837,53531114
datadog,2022Q3,2022-09-24,86,106143,53637257
datadog,2022Q3,2022-09-25,87,81328,53718585
datadog,2022Q3,2022-09-26,88,942595,54661180
datadog,2022Q3,2022-09-27,89,1000744,55661924
datadog,2022Q3,2022-09-28,90,1041828,56703752
datadog,2022Q3,2022-09-29,91,1038245,57741997
datadog,2022Q3,2022-09-30,92,785189,58527186
datadog,2022Q4,2022-10-01,1,110462,110462
datadog,2022Q4,2022-10-02,2,89281,199743
datadog,2022Q4,2022-10-03,3,873178,1072921
datadog,2022Q4,2022-10-04,4,959609,2032530
datadog,2022Q4,2022-10-05,5,964363,2996893
datadog,2022Q4,2022-10-06,6,890066,3886959
datadog,2022Q4,2022-10-07,7,768958,4655917
datadog,2022Q4,2022-10-08,8,116398,4772315
datadog,2022Q4,2022-10-09,9,94094,4866409
datadog,2022Q4,2022-10-10,10,685675,5552084
datadog,2022Q4,2022-10-11,11,899307,6451391
datadog,2022Q4,2022-10-12,12,906885,7358276
datadog,2022Q4,2022-10-13,13,897859,8256135
datadog,2022Q4,2022-10-14,14,797445,9053580
datadog,2022Q4,2022-10-15,15,106470,9160050
datadog,2022Q4,2022-10-16,16,87613,9247663
datadog,2022Q4,2022-10-17,17,844901,10092564
datadog,2022Q4,2022-10-18,18,909287,11001851
datadog,2022Q4,2022-10-19,19,874428,11876279
datadog,2022Q4,2022-10-20,20,845681,12721960
datadog,2022Q4,2022-10-21,21,739066,13461026
datadog,2022Q4,2022-10-22,22,100476,13561502
datadog,2022Q4,2022-10-23,23,96376,13657878
datadog,2022Q4,2022-10-24,24,807843,14465721
datadog,2022Q4,2022-10-25,25,927058,15392779
datadog,2022Q4,2022-10-26,26,921592,16314371
datadog,2022Q4,2022-10-27,27,916921,17231292
datadog,2022Q4,2022-10-28,28,788224,18019516
datadog,2022Q4,2022-10-29,29,112971,18132487
datadog,2022Q4,2022-10-30,30,96197,18228684
datadog,2022Q4,2022-10-31,31,806385,19035069
datadog,2022Q4,2022-11-01,32,841271,19876340
datadog,2022Q4,2022-11-02,33,925808,20802148
datadog,2022Q4,2022-11-03,34,913251,21715399
datadog,2022Q4,2022-11-04,35,808073,22523472
datadog,2022Q4,2022-11-05,36,115626,22639098
datadog,2022Q4,2022-11-06,37,105095,22744193
datadog,2022Q4,2022-11-07,38,884911,23629104
datadog,2022Q4,2022-11-08,39,975971,24605075
datadog,2022Q4,2022-11-09,40,1011067,25616142
datadog,2022Q4,2022-11-10,41,950938,26567080
datadog,2022Q4,2022-11-11,42,627557,27194637
datadog,2022Q4,2022-11-12,43,99850,27294487
datadog,2022Q4,2022-11-13,44,102704,27397191
datadog,2022Q4,2022-11-14,45,868164,28265355
datadog,2022Q4,2022-11-15,46,950097,29215452
datadog,2022Q4,2022-11-16,47,945923,30161375
datadog,2022Q4,2022-11-17,48,983458,31144833
datadog,2022Q4,2022-11-18,49,858879,32003712
datadog,2022Q4,2022-11-19,50,140557,32144269
datadog,2022Q4,2022-11-20,51,100958,32245227
datadog,2022Q4,2022-11-21,52,873234,33118461
datadog,2022Q4,2022-11-22,53,964205,34082666
datadog,2022Q4,2022-11-23,54,898381,34981047
datadog,2022Q4,2022-11-24,55,650359,35631406
datadog,2022Q4,2022-11-25,56,487226,36118632
datadog,2022Q4,2022-11-26,57,76386,36195018
datadog,2022Q4,2022-11-27,58,90009,36285027
datadog,2022Q4,2022-11-28,59,842397,37127424
datadog,2022Q4,2022-11-29,60,981415,38108839
datadog,2022Q4,2022-11-30,61,982413,39091252
datadog,2022Q4,2022-12-01,62,947510,40038762
datadog,2022Q4,2022-12-02,63,841750,40880512
datadog,2022Q4,2022-12-03,64,140140,41020652
datadog,2022Q4,2022-12-04,65,102709,41123361
datadog,2022Q4,2022-12-05,66,875171,41998532
datadog,2022Q4,2022-12-06,67,974602,42973134
datadog,2022Q4,2022-12-07,68,965711,43938845
datadog,2022Q4,2022-12-08,69,897326,44836171
datadog,2022Q4,2022-12-09,70,783625,45619796
datadog,2022Q4,2022-12-10,71,117893,45737689
datadog,2022Q4,2022-12-11,72,98521,45836210
datadog,2022Q4,2022-12-12,73,851011,46687221
datadog,2022Q4,2022-12-13,74,923832,47611053
datadog,2022Q4,2022-12-14,75,938345,48549398
datadog,2022Q4,2022-12-15,76,907736,49457134
datadog,2022Q4,2022-12-16,77,783925,50241059
datadog,2022Q4,2022-12-17,78,126607,50367666
datadog,2022Q4,2022-12-18,79,97302,50464968
datadog,2022Q4,2022-12-19,80,744438,51209406
datadog,2022Q4,2022-12-20,81,819032,52028438
datadog,2022Q4,2022-12-21,82,749352,52777790
datadog,2022Q4,2022-12-22,83,659210,53437000
datadog,2022Q4,2022-12-23,84,397133,53834133
datadog,2022Q4,2022-12-24,85,72923,53907056
datadog,2022Q4,2022-12-25,86,61420,53968476
datadog,2022Q4,2022-12-26,87,193417,54161893
datadog,2022Q4,2022-12-27,88,337310,54499203
datadog,2022Q4,2022-12-28,89,384494,54883697
datadog,2022Q4,2022-12-29,90,368577,55252274
datadog,2022Q4,2022-12-30,91,262589,55514863
datadog,2022Q4,2022-12-31,92,65738,55580601
datadog,2023Q1,2023-01-01,1,66226,66226
datadog,2023Q1,2023-01-02,2,251549,317775
datadog,2023Q1,2023-01-03,3,725825,1043600
datadog,2023Q1,2023-01-04,4,818425,1862025
datadog,2023Q1,2023-01-05,5,829973,2691998
datadog,2023Q1,2023-01-06,6,696272,3388270
datadog,2023Q1,2023-01-07,7,122940,3511210
datadog,2023Q1,2023-01-08,8,94067,3605277
datadog,2023Q1,2023-01-09,9,847706,4452983
datadog,2023Q1,2023-01-10,10,945204,5398187
datadog,2023Q1,2023-01-11,11,946577,6344764
datadog,2023Q1,2023-01-12,12,922280,7267044
datadog,2023Q1,2023-01-13,13,818037,8085081
datadog,2023Q1,2023-01-14,14,128948,8214029
datadog,2023Q1,2023-01-15,15,98539,8312568
datadog,2023Q1,2023-01-16,16,602004,8914572
datadog,2023Q1,2023-01-17,17,888400,9802972
datadog,2023Q1,2023-01-18,18,936733,10739705
datadog,2023Q1,2023-01-19,19,908902,11648607
datadog,2023Q1,2023-01-20,20,807098,12455705
datadog,2023Q1,2023-01-21,21,115322,12571027
datadog,2023Q1,2023-01-22,22,96184,12667211
datadog,2023Q1,2023-01-23,23,813112,13480323
datadog,2023Q1,2023-01-24,24,923431,14403754
datadog,2023Q1,2023-01-25,25,952263,15356017
datadog,2023Q1,2023-01-26,26,903768,16259785
datadog,2023Q1,2023-01-27,27,815729,17075514
datadog,2023Q1,2023-01-28,28,152616,17228130
datadog,2023Q1,2023-01-29,29,131154,17359284
datadog,2023Q1,2023-01-30,30,896353,18255637
datadog,2023Q1,2023-01-31,31,1017719,19273356
datadog,2023Q1,2023-02-01,32,1044689,20318045
datadog,2023Q1,2023-02-02,33,1005452,21323497
datadog,2023Q1,2023-02-03,34,873880,22197377
datadog,2023Q1,2023-02-04,35,143244,22340621
datadog,2023Q1,2023-02-05,36,104337,22444958
datadog,2023Q1,2023-02-06,37,924900,23369858
datadog,2023Q1,2023-02-07,38,1076519,24446377
datadog,2023Q1,2023-02-08,39,1045545,25491922
datadog,2023Q1,2023-02-09,40,1029375,26521297
datadog,2023Q1,2023-02-10,41,909506,27430803
datadog,2023Q1,2023-02-11,42,140090,27570893
datadog,2023Q1,2023-02-12,43,114545,27685438
datadog,2023Q1,2023-02-13,44,929167,28614605
datadog,2023Q1,2023-02-14,45,1005820,29620425
datadog,2023Q1,2023-02-15,46,1017040,30637465
datadog,2023Q1,2023-02-16,47,1030016,31667481
datadog,2023Q1,2023-02-17,48,962468,32629949
datadog,2023Q1,2023-02-18,49,149539,32779488
datadog,2023Q1,2023-02-19,50,114918,32894406
datadog,2023Q1,2023-02-20,51,619561,33513967
datadog,2023Q1,2023-02-21,52,982001,34495968
datadog,2023Q1,2023-02-22,53,1070864,35566832
datadog,2023Q1,2023-02-23,54,1071129,36637961
datadog,2023Q1,2023-02-24,55,960489,37598450
datadog,2023Q1,2023-02-25,56,175027,37773477
datadog,2023Q1,2023-02-26,57,128636,37902113
datadog,2023Q1,2023-02-27,58,843459,38745572
datadog,2023Q1,2023-02-28,59,922977,39668549
datadog,2023Q1,2023-03-01,60,1045378,40713927
datadog,2023Q1,2023-03-02,61,1082580,41796507
datadog,2023Q1,2023-03-03,62,962445,42758952
datadog,2023Q1,2023-03-04,63,164877,42923829
datadog,2023Q1,2023-03-05,64,123774,43047603
datadog,2023Q1,2023-03-06,65,1047309,44094912
datadog,2023Q1,2023-03-07,66,1168950,45263862
datadog,2023Q1,2023-03-08,67,1103811,46367673
datadog,2023Q1,2023-03-09,68,1151935,47519608
datadog,2023Q1,2023-03-10,69,1033323,48552931
datadog,2023Q1,2023-03-11,70,173445,48726376
datadog,2023Q1,2023-03-12,71,136418,48862794
datadog,2023Q1,2023-03-13,72,1136326,49999120
datadog,2023Q1,2023-03-14,73,1204032,51203152
datadog,2023Q1,2023-03-15,74,1174303,52377455
datadog,2023Q1,2023-03-16,75,1158702,53536157
datadog,2023Q1,2023-03-17,76,848526,54384683
datadog,2023Q1,2023-03-18,77,123195,54507878
datadog,2023Q1,2023-03-19,78,134971,54642849
datadog,2023Q1,2023-03-20,79,1036147,55678996
datadog,2023Q1,2023-03-21,80,1148396,56827392
datadog,2023Q1,2023-03-22,81,1173400,58000792
datadog,2023Q1,2023-03-23,82,1124436,59125228
datadog,2023Q1,2023-03-24,83,947819,60073047
datadog,2023Q1,2023-03-25,84,137728,60210775
datadog,2023Q1,2023-03-26,85,130483,60341258
datadog,2023Q1,2023-03-27,86,1076863,61418121
datadog,2023Q1,2023-03-28,87,1196440,62614561
datadog,2023Q1,2023-03-29,88,1117972,63732533
datadog,2023Q1,2023-03-30,89,1153946,64886479
datadog,2023Q1,2023-03-31,90,983165,65869644
datadog,2023Q2,2023-04-01,1,151953,151953
datadog,2023Q2,2023-04-02,2,139225,291178
datadog,2023Q2,2023-04-03,3,1132198,1423376
datadog,2023Q2,2023-04-04,4,1189898,2613274
datadog,2023Q2,2023-04-05,5,1067817,3681091
datadog,2023Q2,2023-04-06,6,1080884,4761975
datadog,2023Q2,2023-04-07,7,677752,5439727
datadog,2023Q2,2023-04-08,8,117908,5557635
datadog,2023Q2,2023-04-09,9,117827,5675462
datadog,2023Q2,2023-04-10,10,851093,6526555
datadog,2023Q2,2023-04-11,11,1152947,7679502
datadog,2023Q2,2023-04-12,12,1125672,8805174
datadog,2023Q2,2023-04-13,13,1120945,9926119
datadog,2023Q2,2023-04-14,14,991723,10917842
datadog,2023Q2,2023-04-15,15,136593,11054435
datadog,2023Q2,2023-04-16,16,140403,11194838
datadog,2023Q2,2023-04-17,17,1092994,12287832
datadog,2023Q2,2023-04-18,18,1164642,13452474
datadog,2023Q2,2023-04-19,19,1147032,14599506
datadog,2023Q2,2023-04-20,20,1080043,15679549
datadog,2023Q2,2023-04-21,21,884386,16563935
datadog,2023Q2,2023-04-22,22,137908,16701843
datadog,2023Q2,2023-04-23,23,164095,16865938
datadog,2023Q2,2023-04-24,24,1111634,17977572
datadog,2023Q2,2023-04-25,25,1193586,19171158
datadog,2023Q2,2023-04-26,26,1198484,20369642
datadog,2023Q2,2023-04-27,27,1197505,21567147
datadog,2023Q2,2023-04-28,28,1025983,22593130
datadog,2023Q2,2023-04-29,29,147485,22740615
datadog,2023Q2,2023-04-30,30,143433,22884048
datadog,2023Q2,2023-05-01,31,724332,23608380
datadog,2023Q2,2023-05-02,32,1072651,24681031
datadog,2023Q2,2023-05-03,33,1073343,25754374
datadog,2023Q2,2023-05-04,34,1069187,26823561
datadog,2023Q2,2023-05-05,35,991265,27814826
datadog,2023Q2,2023-05-06,36,148088,27962914
datadog,2023Q2,2023-05-07,37,134344,28097258
datadog,2023Q2,2023-05-08,38,1049026,29146284
datadog,2023Q2,2023-05-09,39,1170963,30317247
datadog,2023Q2,2023-05-10,40,1122136,31439383
datadog,2023Q2,2023-05-11,41,1214966,32654349
datadog,2023Q2,2023-05-12,42,972655,33627004
datadog,2023Q2,2023-05-13,43,139996,33767000
datadog,2023Q2,2023-05-14,44,149616,33916616
datadog,2023Q2,2023-05-15,45,1084412,35001028
datadog,2023Q2,2023-05-16,46,1126695,36127723
datadog,2023Q2,2023-05-17,47,1145804,37273527
datadog,2023Q2,2023-05-18,48,1011506,38285033
datadog,2023Q2,2023-05-19,49,944039,39229072
datadog,2023Q2,2023-05-20,50,144112,39373184
datadog,2023Q2,2023-05-21,51,144019,39517203
datadog,2023Q2,2023-05-22,52,923466,40440669
datadog,2023Q2,2023-05-23,53,1173236,41613905
datadog,2023Q2,2023-05-24,54,1153924,42767829
datadog,2023Q2,2023-05-25,55,1122788,43890617
datadog,2023Q2,2023-05-26,56,925807,44816424
datadog,2023Q2,2023-05-27,57,128314,44944738
datadog,2023Q2,2023-05-28,58,142034,45086772
datadog,2023Q2,2023-05-29,59,632654,45719426
datadog,2023Q2,2023-05-30,60,1100947,46820373
datadog,2023Q2,2023-05-31,61,1173549,47993922
datadog,2023Q2,2023-06-01,62,1158390,49152312
datadog,2023Q2,2023-06-02,63,979638,50131950
datadog,2023Q2,2023-06-03,64,144937,50276887
datadog,2023Q2,2023-06-04,65,147897,50424784
datadog,2023Q2,2023-06-05,66,1093594,51518378
datadog,2023Q2,2023-06-06,67,1172097,52690475
datadog,2023Q2,2023-06-07,68,1175255,53865730
datadog,2023Q2,2023-06-08,69,1147843,55013573
datadog,2023Q2,2023-06-09,70,967649,55981222
datadog,2023Q2,2023-06-10,71,131303,56112525
datadog,2023Q2,2023-06-11,72,134735,56247260
datadog,2023Q2,2023-06-12,73,1096576,57343836
datadog,2023Q2,2023-06-13,74,1184873,58528709
datadog,2023Q2,2023-06-14,75,1189173,59717882
datadog,2023Q2,2023-06-15,76,1176981,60894863
datadog,2023Q2,2023-06-16,77,965662,61860525
datadog,2023Q2,2023-06-17,78,144751,62005276
datadog,2023Q2,2023-06-18,79,145446,62150722
datadog,2023Q2,2023-06-19,80,854486,63005208
datadog,2023Q2,2023-06-20,81,1177677,64182885
datadog,2023Q2,2023-06-21,82,1245868,65428753
datadog,2023Q2,2023-06-22,83,1147507,66576260
datadog,2023Q2,2023-06-23,84,992967,67569227
datadog,2023Q2,2023-06-24,85,139024,67708251
datadog,2023Q2,2023-06-25,86,163242,67871493
datadog,2023Q2,2023-06-26,87,1105551,68977044
datadog,2023Q2,2023-06-27,88,1172739,70149783
datadog,2023Q2,2023-06-28,89,1173945,71323728
datadog,2023Q2,2023-06-29,90,1120540,72444268
datadog,2023Q2,2023-06-30,91,846231,73290499
datadog,2023Q3,2023-07-01,1,144430,144430
datadog,2023Q3,2023-07-02,2,137928,282358
datadog,2023Q3,2023-07-03,3,748270,1030628
datadog,2023Q3,2023-07-04,4,798740,1829368
datadog,2023Q3,2023-07-05,5,1146597,2975965
datadog,2023Q3,2023-07-06,6,1182530,4158495
datadog,2023Q3,2023-07-07,7,1037300,5195795
datadog,2023Q3,2023-07-08,8,166098,5361893
datadog,2023Q3,2023-07-09,9,148466,5510359
datadog,2023Q3,2023-07-10,10,1166413,6676772
datadog,2023Q3,2023-07-11,11,1298171,7974943
datadog,2023Q3,2023-07-12,12,1226289,9201232
datadog,2023Q3,2023-07-13,13,1224937,10426169
datadog,2023Q3,2023-07-14,14,1005449,11431618
